Timestamp,SOC,Pack_Voltage,Pack_Current,Bat_Temp_Avg,Bat_Temp_High,Pack_DCL,Pack_CCL,Pack_Ah,Pack_Res,High_Cell_V,Low_Cell_V
21:47:15.515259,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:16.046308,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:16.576871,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:17.104109,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:17.634634,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:18.162129,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:18.690944,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:19.219748,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:19.749413,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:20.277613,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:20.806690,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:21.336224,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:21.865324,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:22.394006,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:22.921256,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:23.450023,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:23.982434,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:24.510602,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:25.039403,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:25.567950,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:26.096909,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:26.626581,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:27.155929,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:27.687381,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:28.214108,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:28.742037,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:29.272606,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:29.802675,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:30.332934,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:30.861537,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:31.391341,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:31.921636,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:32.451147,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:32.979820,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:33.509886,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
21:47:34.039228,74,50.00,0.40,34,35,30.00,3.50,2,146,3.85,3.85
