Timestamp,SOC,Pack_Voltage,Pack_Current,Bat_Temp_Avg,Bat_Temp_High,Pack_DCL,Pack_CCL,Pack_Ah,Pack_Res
14:59:39.339154,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:39.868475,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:40.397955,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:40.926675,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:41.458780,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:41.988839,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:42.518477,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:43.050166,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:43.576421,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:44.105611,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:44.636094,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:45.165572,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:45.696840,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:46.228651,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:46.760059,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:47.290425,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:47.819934,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:48.346146,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:48.876634,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:49.406736,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:49.937726,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:50.467510,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:50.997094,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:51.527112,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
14:59:52.055168,0.0,0.00,0.00,0.0,0,0.00,0.00,0,0
