Timestamp,SOC,Pack_Voltage,Pack_Current,Bat_Temp_Avg,Bat_Temp_High,Pack_DCL,Pack_CCL,Pack_Ah,Pack_Res
19:32:47.228507,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:47.758442,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:48.258949,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:48.783563,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:49.313232,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:49.843544,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:50.371406,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:50.903190,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:51.432152,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:51.960646,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:52.489577,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:53.022047,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:53.552157,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:54.081711,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:54.612644,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:55.143147,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:55.668540,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:56.197800,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:56.728991,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:57.260090,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:57.786104,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:58.317199,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:58.848067,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:59.377150,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:32:59.907684,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:00.434601,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:00.963650,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:01.492915,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:01.993309,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:02.520411,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:03.048485,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:03.579040,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:04.107107,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:04.637498,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:05.169256,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:05.698671,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:06.228935,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:06.760745,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:07.292139,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:07.816717,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:08.317177,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:08.847750,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:09.377289,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:09.904794,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:10.434149,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:10.961442,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:11.493672,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:12.020062,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:12.549244,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:13.049332,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:13.575608,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:14.105484,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:14.636720,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:15.164218,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:15.693322,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:16.224811,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:16.754191,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:17.285535,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:17.813627,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:18.343383,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:18.871948,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:19.400868,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:19.932212,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:20.460086,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:20.989424,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:21.519606,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:22.049845,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:22.578799,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:23.110415,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:23.640880,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:24.170820,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:24.700122,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:25.229636,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:25.758213,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:26.286513,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:26.816123,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:27.347748,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:27.876432,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:28.405587,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:28.934879,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:29.465363,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:29.991471,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:30.520693,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:31.052309,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:31.580350,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:32.108805,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:32.637388,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:33.166184,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:33.695594,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:34.224244,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:34.755003,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:35.285012,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
19:33:35.813168,0.0,0.00,0.00,0.0,0.0,0.00,0.00,0.0,0.0
