Timestamp,SOC,Pack_Voltage,Pack_Current,Bat_Temp_Avg,Bat_Temp_High,Pack_DCL,Pack_CCL,Pack_Ah,Pack_Res,High_Cell_V,Low_Cell_V
21:43:14.092968,79,50.70,11.00,33,34,30.00,3.50,2,191,3.90,3.90
21:43:14.619488,79,50.60,16.70,33,34,30.00,3.50,2,191,3.90,3.90
21:43:15.149981,79,50.70,9.10,33,34,30.00,3.50,2,191,3.90,3.90
21:43:15.679970,79,50.70,11.90,33,34,30.00,3.50,2,191,3.90,3.90
21:43:16.210748,79,50.70,11.70,33,34,30.00,3.50,2,191,3.90,3.90
21:43:16.738303,79,50.70,10.10,33,34,30.00,3.50,2,191,3.90,3.90
21:43:17.268915,79,50.70,5.90,33,34,30.00,3.50,2,191,3.90,3.90
21:43:17.797754,79,50.80,0.50,33,34,30.00,3.50,2,191,3.90,3.90
21:43:18.326765,79,50.80,0.40,33,34,30.00,3.50,2,191,3.90,3.90
21:43:18.857432,79,50.80,1.80,33,34,30.00,3.50,2,191,3.90,3.90
21:43:19.385950,79,50.80,1.00,33,34,30.00,3.50,2,191,3.91,3.90
21:43:19.916840,79,50.80,0.70,33,34,30.00,3.50,2,191,3.91,3.90
21:43:20.445268,79,50.80,0.50,33,34,30.00,3.50,2,191,3.91,3.90
21:43:20.975394,79,50.80,3.20,33,34,30.00,3.50,2,191,3.91,3.90
21:43:21.504587,79,50.80,0.40,33,34,30.00,3.50,2,191,3.91,3.90
21:43:22.034462,79,50.80,0.50,33,34,30.00,3.50,2,191,3.91,3.90
21:43:22.561759,79,50.80,0.70,33,34,30.00,3.50,2,191,3.91,3.90
21:43:23.089494,79,50.80,0.50,33,34,30.00,3.50,2,191,3.91,3.90
21:43:23.617329,79,50.80,0.70,33,34,30.00,3.50,2,191,3.91,3.90
21:43:24.145139,79,50.80,0.40,33,34,30.00,3.50,2,191,3.91,3.90
21:43:24.675447,79,50.80,0.60,33,34,30.00,3.50,2,191,3.91,3.90
21:43:25.204029,79,50.80,0.50,33,34,30.00,3.50,2,191,3.91,3.90
21:43:25.732298,79,50.80,0.40,33,34,30.00,3.50,2,191,3.91,3.90
21:43:26.262129,79,50.80,0.50,33,34,30.00,3.50,2,191,3.91,3.90
21:43:26.790614,79,50.60,23.40,33,34,30.00,3.50,2,191,3.91,3.90
21:43:27.319895,79,49.60,148.20,33,34,30.00,3.50,2,190,3.91,3.82
21:43:27.848012,79,49.50,168.30,33,34,30.00,3.50,2,190,3.91,3.81
21:43:28.377279,79,48.90,238.00,33,34,30.00,3.50,2,190,3.91,3.76
21:43:28.905772,79,48.80,260.60,33,34,30.00,3.50,2,190,3.91,3.75
21:43:29.434292,79,48.70,259.40,33,34,30.00,3.50,2,189,3.91,3.75
