Timestamp,SOC,Pack_Voltage,Pack_Current,Bat_Temp_Avg,Bat_Temp_High,Pack_DCL,Pack_CCL,Pack_Ah,Pack_Res
17:35:44.004300,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:44.532728,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:45.062463,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:45.591903,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:46.123221,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:46.652215,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:47.181452,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:47.682671,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:48.213694,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:48.742632,49,48.20,0.60,21,0,0.00,0.00,0,0
17:35:49.272773,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:49.804119,49,48.20,0.50,21,0,0.00,0.00,0,0
17:35:50.333127,49,48.20,0.50,21,0,0.00,0.00,0,0
17:35:50.861748,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:51.394366,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:51.924185,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:52.452601,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:52.983808,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:53.513534,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:54.041153,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:54.570658,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:55.104084,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:55.633864,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:56.162278,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:56.692248,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:57.217890,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:57.747609,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:58.277753,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:58.806301,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:59.336700,49,48.20,0.40,21,0,0.00,0.00,0,0
17:35:59.865550,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:00.397510,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:00.927868,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:01.457039,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:01.985493,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:02.516244,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:03.045950,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:03.576856,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:04.106552,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:04.635212,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:05.163086,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:05.692370,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:06.223133,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:06.752547,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:07.282918,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:07.810876,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:08.340863,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:08.869958,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:09.371117,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:09.901056,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:10.430577,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:10.959134,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:11.490910,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:12.022528,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:12.551617,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:13.080047,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:13.607463,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:14.136683,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:14.666400,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:15.196515,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:15.724084,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:16.253960,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:16.784150,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:17.316311,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:17.845821,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:18.372654,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:18.904937,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:19.405972,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:19.935552,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:20.466010,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:20.995651,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:21.527176,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:22.058268,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:22.590396,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:23.119214,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:23.648395,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:24.177649,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:24.707181,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:25.236223,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:25.769269,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:26.298177,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:26.826262,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:27.355593,49,47.80,40.80,21,0,0.00,0.00,0,0
17:36:27.886660,49,48.10,8.40,21,0,0.00,0.00,0,0
17:36:28.414026,49,48.50,-21.60,21,0,0.00,0.00,0,0
17:36:28.942564,49,48.20,0.20,21,0,0.00,0.00,0,0
17:36:29.474345,49,48.20,0.50,21,0,0.00,0.00,0,0
17:36:30.005789,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:30.535172,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:31.063879,49,48.20,0.60,21,0,0.00,0.00,0,0
17:36:31.593097,49,48.20,2.20,21,0,0.00,0.00,0,0
17:36:32.120701,49,48.20,0.60,21,0,0.00,0.00,0,0
17:36:32.649963,49,48.20,0.60,21,0,0.00,0.00,0,0
17:36:33.180914,49,48.20,0.30,21,0,0.00,0.00,0,0
17:36:33.711003,49,48.20,1.30,21,0,0.00,0.00,0,0
17:36:34.240939,49,48.20,2.90,21,0,0.00,0.00,0,0
17:36:34.768893,49,48.20,2.50,21,0,0.00,0.00,0,0
17:36:35.301252,49,48.30,-4.70,21,0,0.00,0.00,0,0
17:36:35.830386,49,48.20,0.50,21,0,0.00,0.00,0,0
17:36:36.359332,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:36.889515,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:37.417782,49,48.20,0.30,21,0,0.00,0.00,0,0
17:36:37.949083,49,48.20,0.70,21,0,0.00,0.00,0,0
17:36:38.476748,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:39.006267,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:39.537388,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:40.069679,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:40.599470,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:41.126561,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:41.657965,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:42.186179,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:42.713809,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:43.244005,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:43.771042,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:44.300142,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:44.829217,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:45.357932,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:45.887301,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:46.418455,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:46.948503,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:47.478496,49,48.20,0.40,21,0,0.00,0.00,0,0
17:36:48.008991,49,48.00,25.60,21,0,0.00,0.00,0,0
17:36:48.537486,49,45.80,216.80,21,0,0.00,0.00,0,0
17:36:49.067435,49,48.30,-9.70,21,0,0.00,0.00,0,0
