Timestamp,SOC,Pack_Voltage,Pack_Current,Bat_Temp_Avg,Bat_Temp_High,Pack_DCL,Pack_CCL,Pack_Ah,Pack_Res,High_Cell_V,Low_Cell_V
22:48:46.050243,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:46.577974,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:47.108919,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:47.636572,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:48.163822,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:48.693484,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:49.223524,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:49.756491,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:50.285360,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:50.813652,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:51.344060,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:51.871985,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:52.401308,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:52.931240,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:53.461725,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:53.989183,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:54.519619,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:55.048454,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:55.577999,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:56.108695,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:56.635596,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:57.165893,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:57.693773,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:58.222404,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:58.750290,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:59.280958,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:48:59.811070,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:49:00.339093,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:49:00.869015,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:49:01.396077,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:49:01.923725,58,48.00,0.40,42,44,30.00,0.70,2,2,3.70,3.69
22:49:02.453587,58,48.00,0.40,42,44,30.00,0.70,2,2,3.69,3.69
22:49:02.981910,58,48.00,0.40,42,44,30.00,0.70,2,2,3.70,3.69
22:49:03.511845,58,48.00,0.40,42,44,30.00,0.70,2,2,3.70,3.69
22:49:04.042521,58,48.00,0.40,42,44,30.00,0.70,2,2,3.70,3.69
22:49:04.572616,58,48.00,0.40,42,44,30.00,0.70,2,2,3.70,3.69
