Timestamp,SOC,Pack_Voltage,Pack_Current,Bat_Temp_Avg,Bat_Temp_High,Pack_DCL,Pack_CCL,Pack_Ah,Pack_Res,High_Cell_V,Low_Cell_V
20:15:14.116722,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.59
20:15:14.644706,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.56
20:15:15.173586,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.59
20:15:15.703741,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.59
20:15:16.231556,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.59
20:15:16.758953,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.56
20:15:17.291179,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.59
20:15:17.821082,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.61
20:15:18.350813,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.59
20:15:18.884007,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.59
20:15:19.412100,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.59
20:15:19.942661,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.59
20:15:20.471679,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.59
20:15:21.002188,52,48.50,0.30,21,21,30.00,3.50,1,204,3.73,0.59
20:15:21.530873,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.59
20:15:22.060874,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.56
20:15:22.588618,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.59
20:15:23.119965,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.59
20:15:23.648700,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.59
20:15:24.181093,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.56
20:15:24.710297,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.56
20:15:25.237839,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.56
20:15:25.767890,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.59
20:15:26.297167,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.56
20:15:26.825535,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.56
20:15:27.354452,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.56
20:15:27.882485,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.61
20:15:28.411080,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.59
20:15:28.941857,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.61
20:15:29.471380,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.59
20:15:30.002183,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.59
20:15:30.531909,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.59
20:15:31.060960,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.56
20:15:31.589996,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.59
20:15:32.118861,52,48.50,0.40,21,21,30.00,3.50,1,204,3.73,0.56
