Timestamp,SOC,Pack_Voltage,Pack_Current,Bat_Temp_Avg,Bat_Temp_High,Pack_DCL,Pack_CCL,Pack_Ah,Pack_Res
18:00:24.650956,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:25.181181,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:25.709565,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:26.236837,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:26.768655,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:27.297158,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:27.827767,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:28.328512,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:28.855632,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:29.385903,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:29.914495,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:30.444721,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:30.974121,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:31.501725,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:32.033916,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:32.564731,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:33.094811,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:33.624185,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:34.154386,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:34.687677,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:35.217936,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:35.746356,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:36.279965,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:36.807513,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:37.335790,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:37.872565,49,48.20,0.40,21,0,0.00,0.00,0,0
18:00:38.395514,49,48.20,0.40,21,0,0.00,0.00,0,0
