Timestamp,SOC,Pack_Voltage,Pack_Current,Bat_Temp_Avg,Bat_Temp_High,Pack_DCL,Pack_CCL,Pack_Ah,Pack_Res,High_Cell_V,Low_Cell_V
20:00:30.190858,48,48.00,0.40,21,21,26.70,3.50,1,169,3.81,3.70
20:00:30.722470,48,48.00,0.40,21,21,26.70,3.50,1,169,3.81,3.70
20:00:31.252520,48,48.00,0.40,21,21,26.70,3.50,1,169,3.81,3.70
20:00:31.780012,48,48.00,0.40,21,21,26.70,3.50,1,169,3.81,3.70
20:00:32.309227,48,48.00,0.40,21,21,26.70,3.50,1,169,3.81,3.70
20:00:32.840325,48,48.00,0.40,21,21,26.70,3.50,1,169,3.79,3.70
20:00:33.371139,48,48.00,0.40,21,21,26.70,3.50,1,169,3.81,3.70
20:00:33.903328,48,48.00,0.40,21,21,26.70,3.50,1,169,3.79,3.70
20:00:34.433905,48,48.00,0.40,21,21,26.70,3.50,1,169,3.79,3.70
20:00:34.963212,48,48.00,0.40,21,21,26.70,3.50,1,169,3.79,3.70
20:00:35.492268,48,48.00,0.40,21,21,26.70,3.50,1,169,3.79,3.70
20:00:36.022438,48,48.00,0.40,21,21,26.70,3.50,1,169,3.79,3.70
20:00:36.551715,48,48.00,0.40,21,21,26.70,3.50,1,169,3.81,3.70
20:00:37.083381,48,48.00,0.40,21,21,26.70,3.50,1,169,3.84,3.70
20:00:37.612326,48,48.00,0.40,21,21,26.70,3.50,1,169,3.81,3.70
20:00:38.141877,48,48.00,0.40,21,21,26.70,3.50,1,169,3.79,3.70
20:00:38.671712,48,48.00,0.40,21,21,26.70,3.50,1,169,3.81,3.70
20:00:39.199881,48,48.00,0.40,21,21,26.70,3.50,1,169,3.79,3.70
20:00:39.728347,48,48.00,0.40,21,21,26.70,3.50,1,169,3.81,3.70
20:00:40.256368,48,48.00,0.40,21,21,26.70,3.50,1,169,3.84,3.70
20:00:40.786669,48,48.00,0.40,21,21,26.70,3.50,1,169,3.79,3.70
20:00:41.314863,48,48.00,0.40,21,21,26.70,3.50,1,169,3.81,3.70
20:00:41.844998,48,48.00,0.40,21,21,26.70,3.50,1,169,3.79,3.70
20:00:42.374565,48,48.00,0.40,21,21,26.70,3.50,1,169,3.79,3.70
20:00:42.904328,48,48.00,0.40,21,21,26.70,3.50,1,169,3.81,3.70
20:00:43.435499,48,48.00,0.40,21,21,26.70,3.50,1,169,3.84,3.70
